bus_id,date,odometer_reading,replacement
4338,1979-08-01,3369,0
4338,1979-09-01,7946,0
4338,1979-10-01,11601,0
4338,1979-11-01,17056,0
4338,1979-12-01,21485,0
4338,1980-01-01,25533,0
4338,1980-02-01,30347,0
4338,1980-03-01,34492,0
4338,1980-04-01,38973,0
4338,1980-05-01,43369,0
4338,1980-06-01,45292,0
4338,1980-07-01,50262,0
4338,1980-08-01,53061,0
4338,1980-09-01,58671,0
4338,1980-10-01,65079,0
4338,1980-11-01,70177,0
4338,1980-12-01,74812,0
4338,1981-01-01,79090,0
4338,1981-02-01,81176,0
4338,1981-03-01,84933,0
4338,1981-04-01,90451,0
4338,1981-05-01,95138,0
4338,1981-06-01,99629,0
4338,1981-07-01,103621,0
4338,1981-08-01,107684,0
4338,1981-09-01,110950,0
4338,1981-10-01,114947,0
4338,1981-11-01,119880,0
4338,1981-12-01,123169,0
4338,1982-01-01,126948,0
4338,1982-02-01,129397,0
4338,1982-03-01,131987,0
4338,1982-04-01,135197,0
4338,1982-05-01,136685,0
4338,1982-06-01,142566,0
4338,1982-07-01,146723,0
4338,1982-08-01,151169,0
4338,1982-09-01,154914,0
4338,1982-10-01,159273,0
4338,1982-11-01,161938,0
4338,1982-12-01,167874,0
4338,1983-01-01,170525,0
4338,1983-02-01,175018,0
4338,1983-03-01,178265,0
4338,1983-04-01,182836,0
4338,1983-05-01,187879,0
4338,1983-06-01,192011,0
4338,1983-07-01,193855,0
4338,1983-08-01,196797,0
4338,1983-09-01,199703,0
4338,1983-10-01,201485,0
4338,1983-11-01,204362,0
4338,1983-12-01,206972,0
4338,1984-01-01,211221,0
4338,1984-02-01,216364,0
4338,1984-03-01,220657,1
4338,1984-04-01,224251,0
4338,1984-05-01,226600,0
4338,1984-06-01,230084,0
4338,1984-07-01,232670,0
4338,1984-08-01,236698,0
4338,1984-09-01,240126,0
4338,1984-10-01,244406,0
4338,1984-11-01,247598,0
4338,1984-12-01,252755,0
4338,1985-01-01,255847,0
4338,1985-02-01,260309,0
4338,1985-03-01,264303,0
4338,1985-04-01,267945,0
4338,1985-05-01,272326,0
4339,1979-08-01,16782,0
4339,1979-09-01,22560,0
4339,1979-10-01,25244,0
4339,1979-11-01,28866,0
4339,1979-12-01,32449,0
4339,1980-01-01,32713,0
4339,1980-02-01,35670,0
4339,1980-03-01,39015,0
4339,1980-04-01,42530,0
4339,1980-05-01,47619,0
4339,1980-06-01,49734,0
4339,1980-07-01,54290,0
4339,1980-08-01,59841,0
4339,1980-09-01,65743,0
4339,1980-10-01,70000,0
4339,1980-11-01,75312,0
4339,1980-12-01,79195,0
4339,1981-01-01,82612,0
4339,1981-02-01,85985,0
4339,1981-03-01,89700,0
4339,1981-04-01,94888,0
4339,1981-05-01,97246,0
4339,1981-06-01,98789,0
4339,1981-07-01,101711,0
4339,1981-08-01,105353,0
4339,1981-09-01,111100,0
4339,1981-10-01,113724,0
4339,1981-11-01,119701,0
4339,1981-12-01,121169,0
4339,1982-01-01,124860,0
4339,1982-02-01,129960,0
4339,1982-03-01,131879,0
4339,1982-04-01,134940,0
4339,1982-05-01,139101,0
4339,1982-06-01,142245,0
4339,1982-07-01,146669,0
4339,1982-08-01,150298,0
4339,1982-09-01,156054,0
4339,1982-10-01,157577,0
4339,1982-11-01,161811,0
4339,1982-12-01,165901,0
4339,1983-01-01,167801,0
4339,1983-02-01,173036,0
4339,1983-03-01,177858,0
4339,1983-04-01,180267,0
4339,1983-05-01,184630,0
4339,1983-06-01,186394,0
4339,1983-07-01,186507,0
4339,1983-08-01,186507,1
4339,1983-09-01,186507,0
4339,1983-10-01,188377,0
4339,1983-11-01,191739,0
4339,1983-12-01,193935,0
4339,1984-01-01,198479,0
4339,1984-02-01,204277,0
4339,1984-03-01,207962,0
4339,1984-04-01,212255,0
4339,1984-05-01,216341,0
4339,1984-06-01,221009,0
4339,1984-07-01,224869,0
4339,1984-08-01,228768,0
4339,1984-09-01,232458,0
4339,1984-10-01,237121,0
4339,1984-11-01,242381,0
4339,1984-12-01,246441,0
4339,1985-01-01,249343,0
4339,1985-02-01,253780,0
4339,1985-03-01,255586,0
4339,1985-04-01,255843,0
4339,1985-05-01,260253,0
4340,1979-08-01,16037,0
4340,1979-09-01,21147,0
4340,1979-10-01,24279,0
4340,1979-11-01,28275,0
4340,1979-12-01,31725,0
4340,1980-01-01,35633,0
4340,1980-02-01,39520,0
4340,1980-03-01,43706,0
4340,1980-04-01,46346,0
4340,1980-05-01,51324,0
4340,1980-06-01,52744,0
4340,1980-07-01,57623,0
4340,1980-08-01,62088,0
4340,1980-09-01,67795,0
4340,1980-10-01,72629,0
4340,1980-11-01,77579,0
4340,1980-12-01,82012,0
4340,1981-01-01,86253,0
4340,1981-02-01,91123,0
4340,1981-03-01,95219,0
4340,1981-04-01,99245,0
4340,1981-05-01,100899,0
4340,1981-06-01,105400,0
4340,1981-07-01,110244,0
4340,1981-08-01,114541,0
4340,1981-09-01,118551,0
4340,1981-10-01,124018,0
4340,1981-11-01,128572,0
4340,1981-12-01,130899,0
4340,1982-01-01,134485,0
4340,1982-02-01,137913,0
4340,1982-03-01,139496,0
4340,1982-04-01,143284,0
4340,1982-05-01,145431,0
4340,1982-06-01,149620,0
4340,1982-07-01,154077,0
4340,1982-08-01,158298,0
4340,1982-09-01,161784,0
4340,1982-10-01,165031,0
4340,1982-11-01,168935,0
4340,1982-12-01,174416,0
4340,1983-01-01,177096,0
4340,1983-02-01,181602,0
4340,1983-03-01,185348,0
4340,1983-04-01,190007,0
4340,1983-05-01,191748,0
4340,1983-06-01,196332,0
4340,1983-07-01,199035,0
4340,1983-08-01,202049,0
4340,1983-09-01,205303,0
4340,1983-10-01,207371,0
4340,1983-11-01,210483,0
4340,1983-12-01,213850,0
4340,1984-01-01,217108,0
4340,1984-02-01,222596,0
4340,1984-03-01,226729,0
4340,1984-04-01,230371,0
4340,1984-05-01,233607,0
4340,1984-06-01,237551,0
4340,1984-07-01,240733,0
4340,1984-08-01,244262,0
4340,1984-09-01,248011,0
4340,1984-10-01,250444,0
4340,1984-11-01,253642,0
4340,1984-12-01,255101,0
4340,1985-01-01,258546,0
4340,1985-02-01,261232,0
4340,1985-03-01,264849,0
4340,1985-04-01,268861,0
4340,1985-05-01,273143,0
4341,1979-08-01,12911,0
4341,1979-09-01,17126,0
4341,1979-10-01,18101,0
4341,1979-11-01,18101,0
4341,1979-12-01,18101,0
4341,1980-01-01,18101,0
4341,1980-02-01,18101,0
4341,1980-03-01,18101,0
4341,1980-04-01,21083,0
4341,1980-05-01,26028,0
4341,1980-06-01,27948,0
4341,1980-07-01,32606,0
4341,1980-08-01,38043,0
4341,1980-09-01,42790,0
4341,1980-10-01,42790,0
4341,1980-11-01,42790,0
4341,1980-12-01,42790,0
4341,1981-01-01,42790,0
4341,1981-02-01,42790,0
4341,1981-03-01,42790,0
4341,1981-04-01,43676,0
4341,1981-05-01,46659,0
4341,1981-06-01,51686,0
4341,1981-07-01,57305,0
4341,1981-08-01,61879,0
4341,1981-09-01,66804,0
4341,1981-10-01,71435,0
4341,1981-11-01,74212,0
4341,1981-12-01,77878,0
4341,1982-01-01,82900,0
4341,1982-02-01,87416,0
4341,1982-03-01,89055,0
4341,1982-04-01,91739,0
4341,1982-05-01,92204,0
4341,1982-06-01,92204,0
4341,1982-07-01,92204,0
4341,1982-08-01,94232,0
4341,1982-09-01,95953,0
4341,1982-10-01,99864,0
4341,1982-11-01,104042,0
4341,1982-12-01,109248,0
4341,1983-01-01,112643,0
4341,1983-02-01,116697,0
4341,1983-03-01,121130,0
4341,1983-04-01,126069,0
4341,1983-05-01,131193,0
4341,1983-06-01,134222,0
4341,1983-07-01,137427,0
4341,1983-08-01,140013,0
4341,1983-09-01,143030,0
4341,1983-10-01,146978,0
4341,1983-11-01,149949,0
4341,1983-12-01,153587,0
4341,1984-01-01,157818,0
4341,1984-02-01,162799,0
4341,1984-03-01,167110,0
4341,1984-04-01,171794,0
4341,1984-05-01,175956,0
4341,1984-06-01,178987,0
4341,1984-07-01,182194,0
4341,1984-08-01,185791,0
4341,1984-09-01,189793,0
4341,1984-10-01,193671,0
4341,1984-11-01,198723,0
4341,1984-12-01,202551,0
4341,1985-01-01,205850,0
4341,1985-02-01,209248,0
4341,1985-03-01,212030,0
4341,1985-04-01,215803,0
4341,1985-05-01,218517,0
4342,1979-08-01,8958,0
4342,1979-09-01,9144,0
4342,1979-10-01,12603,0
4342,1979-11-01,16195,0
4342,1979-12-01,19048,0
4342,1980-01-01,22610,0
4342,1980-02-01,26469,0
4342,1980-03-01,29425,0
4342,1980-04-01,33499,0
4342,1980-05-01,37700,0
4342,1980-06-01,39704,0
4342,1980-07-01,44937,0
4342,1980-08-01,49609,0
4342,1980-09-01,53124,0
4342,1980-10-01,58230,0
4342,1980-11-01,63785,0
4342,1980-12-01,67776,0
4342,1981-01-01,72961,0
4342,1981-02-01,78365,0
4342,1981-03-01,83069,0
4342,1981-04-01,87517,0
4342,1981-05-01,87661,0
4342,1981-06-01,87661,0
4342,1981-07-01,89411,0
4342,1981-08-01,94206,0
4342,1981-09-01,100046,0
4342,1981-10-01,103663,0
4342,1981-11-01,108498,0
4342,1981-12-01,112329,0
4342,1982-01-01,115663,0
4342,1982-02-01,119336,0
4342,1982-03-01,122084,0
4342,1982-04-01,126436,0
4342,1982-05-01,129203,0
4342,1982-06-01,133236,0
4342,1982-07-01,137405,0
4342,1982-08-01,141960,0
4342,1982-09-01,145854,0
4342,1982-10-01,150307,0
4342,1982-11-01,155108,0
4342,1982-12-01,160160,0
4342,1983-01-01,163099,0
4342,1983-02-01,166959,0
4342,1983-03-01,170903,0
4342,1983-04-01,175110,0
4342,1983-05-01,178905,0
4342,1983-06-01,183324,0
4342,1983-07-01,185519,0
4342,1983-08-01,188247,0
4342,1983-09-01,190777,0
4342,1983-10-01,193645,0
4342,1983-11-01,197148,0
4342,1983-12-01,199648,0
4342,1984-01-01,202149,0
4342,1984-02-01,205063,0
4342,1984-03-01,208102,1
4342,1984-04-01,210195,0
4342,1984-05-01,214747,0
4342,1984-06-01,219653,0
4342,1984-07-01,222962,0
4342,1984-08-01,227083,0
4342,1984-09-01,231156,0
4342,1984-10-01,235223,0
4342,1984-11-01,239111,0
4342,1984-12-01,242239,0
4342,1985-01-01,246867,0
4342,1985-02-01,251603,0
4342,1985-03-01,253369,0
